Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765383695,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765383696,10,,Aggregated,0.000000,0.000000,210,210,210,210,210,210,210,210,210,210,210,21,0,210.0,206.14842476303843,201.05104199319612,212.75887500087265,204.0
1765383697,20,,Aggregated,0.000000,0.000000,210,210,210,210,210,210,210,210,210,210,210,63,0,210.0,206.77154831817404,201.05104199319612,213.18483298819046,204.0
1765383698,30,,Aggregated,17.000000,0.000000,210,210,210,210,210,210,210,220,220,220,220,127,0,210.0,206.4742378896931,201.05104199319612,219.06237500661518,204.0
1765383699,40,,Aggregated,26.500000,0.000000,210,210,210,210,210,210,210,220,220,220,220,206,0,210.0,205.95682465013013,201.05104199319612,223.9102500025183,204.0
1765383700,40,,Aggregated,36.666667,0.000000,200,210,210,210,210,210,210,220,220,220,220,286,0,201.05104199319612,205.55075323764785,201.05104199319612,223.9102500025183,204.0
1765383701,40,,Aggregated,45.750000,0.000000,200,210,210,210,210,210,210,220,220,220,220,364,0,200.45212499098852,205.17017643662535,200.45212499098852,223.9102500025183,204.0
1765383702,40,,Aggregated,52.800000,0.000000,200,210,210,210,210,210,210,210,220,220,220,442,0,200.45212499098852,205.059542452459,200.45212499098852,223.9102500025183,204.0
1765383703,40,,Aggregated,57.833333,0.000000,200,210,210,210,210,210,210,220,220,220,220,522,0,200.45212499098852,205.1455858351707,200.45212499098852,223.9102500025183,204.0
1765383704,40,,Aggregated,60.142857,0.000000,200,210,210,210,210,210,210,210,220,220,220,602,0,200.45212499098852,205.10119937032118,200.45212499098852,223.9102500025183,204.0
1765383705,40,,Aggregated,62.625000,0.000000,200,210,210,210,210,210,210,220,230,230,230,681,0,200.45212499098852,205.31964827876465,200.45212499098852,231.66508300346322,204.0
1765383706,40,,Aggregated,65.444444,0.000000,200,210,210,210,210,210,210,220,230,230,230,764,0,200.45212499098852,205.1948635272163,200.45212499098852,231.66508300346322,204.0
1765383707,40,,Aggregated,66.600000,0.000000,200,210,210,210,210,210,210,220,230,230,230,844,0,200.45212499098852,205.22048245597233,200.45212499098852,231.66508300346322,204.0
1765383708,40,,Aggregated,72.900000,0.000000,200,210,210,210,210,210,210,220,230,230,230,923,0,200.45212499098852,205.24625200957976,200.45212499098852,231.66508300346322,204.0
1765383709,40,,Aggregated,76.800000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1001,0,200.45212499098852,205.22508048440807,200.45212499098852,231.66508300346322,204.0
1765383710,40,,Aggregated,79.400000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1077,0,200.45212499098852,205.2149371585963,200.45212499098852,231.66508300346322,204.0
1765383711,40,,Aggregated,80.100000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1160,0,200.45212499098852,205.24669525074043,200.45212499098852,231.66508300346322,204.0
1765383712,40,,Aggregated,79.600000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1237,0,200.45212499098852,205.20326569025386,200.45212499098852,231.66508300346322,204.0
1765383713,40,,Aggregated,79.200000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1316,0,200.45212499098852,205.1909464542648,200.45212499098852,231.66508300346322,204.0
1765383714,40,,Aggregated,79.600000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1392,0,200.45212499098852,205.18043575557596,200.45212499098852,231.66508300346322,204.0
1765383715,40,,Aggregated,79.200000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1471,0,200.45212499098852,205.1486940494546,200.45212499098852,231.66508300346322,204.0
1765383716,40,,Aggregated,78.400000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1549,0,200.45212499098852,205.10921139175784,200.45212499098852,231.66508300346322,204.0
1765383717,40,,Aggregated,78.400000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1622,0,200.45212499098852,205.11630809543524,200.45212499098852,231.66508300346322,204.0
1765383718,40,,Aggregated,78.000000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1705,0,200.45212499098852,205.10368486034207,200.45212499098852,231.66508300346322,204.0
1765383719,40,,Aggregated,78.300000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1782,0,200.45212499098852,205.06535335904152,200.45212499098852,231.66508300346322,204.0
1765383720,40,,Aggregated,78.000000,0.000000,200,210,210,210,210,210,210,220,230,230,230,1860,0,200.45212499098852,205.07424458968066,200.45212499098852,231.66508300346322,204.0
